Source,Category,Headline,Link,Description,Date,Author
DailyMail,Editorial Comment,Fire brigade should sensitise communities on their role,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"THE fire brigade, as expected in an organised and civilised society like towns and cities, is crucial for public safety, community well-being, and environmental protection. The primary role of the fire brigade is to extinguish fires and prevent them from spreading. Rapid response to fires saves lives, prevents extensive property damage and further minimises environmental [&#8230;]","Wed, 13 Nov 2024 06:27:52 +0000",Website Editor
DailyMail,"Headlines,Sports",Power climb to top after Zesco drop points,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"NDINAWE SIMPELWE Arthur Davies Stadium Kitwe POWER 1 MUTONDO 0 POWER Dynamos yesterday climbed to the summit of the MTN Super League after beating Mutondo Stars in a tightly contested Kitwe derby while Zesco United dropped to second position after drawing 1-1 with Green Buffaloes in Lusaka. “This is what we wanted. Yes, we have [&#8230;]","Mon, 11 Nov 2024 06:31:54 +0000",Website Editor
DailyMail,"Headlines,News",K8 million CBU hall building starts,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"MWILA NTAMBI Kitwe COPPERBELT University (CBU) in Kitwe has launched construction of a 1,000-seater auditorium at K8 million. CBU vice-chancellor Imasiku Nyambe says building of the auditorium is a milestone as it will enhance infrastructure and the learning environment at the higher learning institution. He said once finished, the auditorium will host academic conferences and [&#8230;]","Tue, 15 Oct 2024 06:41:52 +0000",Website Editor
DailyMail,"Headlines,News","Exercise aimed at recruiting 300,000 members in province",https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"MELODY MUPETA Kitwe THE United Party for National Development (UPND) has launched a coordinated team which has been tasked to recruit 300, 000 new party members on the Copperbelt to help in mobilisation activities ahead of the 2026 general elections. The campaign team dubbed “2246” has been established to help garner more support for the [&#8230;]","Tue, 15 Oct 2024 06:17:07 +0000",Website Editor
DailyMail,"Headlines,News",Green Mountain victims interred,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"MWILA NTAMBI Kitwe MINISTER of Mines and Minerals Development Paul Kabuswe says Government will put up strict guidelines for small-scale miners to ensure safe operations. Speaking at Chingola Road Cemetery in Kitwe yesterday during the burial of five small-scale miners who died on Saturday after a tailings dam collapsed on them at Green Mountain Mine, [&#8230;]","Tue, 24 Sep 2024 06:52:45 +0000",Website Editor
DailyMail,"Headlines,News",Spax Mining convicted of tax evasion,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"CHOMBA MUSIKA, MWILA NTAMBI, MARY LEMBA Lusaka, Kitwe, Ndola THE Economic and Financial Crimes Court (EFCC) has convicted Spax Mining Limited of tax evasion involving over K4 million. After admitting the charge through a plea bargain, Spax Mining Limited refunded the K4,490,523 tax evasion to the State and also paid K100,000 legal costs for the [&#8230;]","Mon, 25 Nov 2024 05:26:59 +0000",Website Editor
DailyMail,"Headlines,News","Lightning kills dad, mum, daughter, son",https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"FOUR family members have died after being struck by lightning in Chifunabuli, Luapula Province. The four – father, mother, daughter and son – were struck while sheltering from rain in a makeshift thatched house at a fishing camp on Lake Chifunabuli. ZANIS said Chifunabuli District Commissioner Stanley Mukosa has confirmed the incident, which happened on [&#8230;]","Fri, 22 Nov 2024 07:33:51 +0000",Website Editor
DailyMail,"Headlines,News",KCC closes G&G Bakery over health and safety,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,MWILA NTAMBI Kitwe KITWE City Council (KCC)has suspended operations at G&#38;G Bakery in Riverside for allegedly failing to adhere to public health and safety standards. KCC public relations manager Mwaka Nakweti said in a statement yesterday that the local authority has taken the step following inspections that revealed gross violations of public health and safety [&#8230;],"Fri, 22 Nov 2024 07:26:38 +0000",Website Editor
DailyMail,"Editorial Comment,Headlines",The presidency deserves utmost respect,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"IN ANY country, the presidency represents the Executive branch of Government, which is essential for maintaining order and implementing laws. Respecting this office helps ensure the stability and continuity of governance, regardless of who occupies the position. The President often serves as a symbol of national unity and identity. Respecting the presidency, therefore, can foster [&#8230;]","Wed, 20 Nov 2024 08:33:58 +0000",Website Editor
DailyMail,"Headlines,News,Syakalima",Cops told to go after TikTokers threatening President,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"LOGIC LUKWANDA Lusaka ACTING Minister of Home Affairs and Internal Security Douglas Syakalima yesterday gave police 48 hours to apprehend two youths of Kitwe threatening violence against President Hakainde Hichilema on TikTok. In the video, the two men are also calling for regime change through the use of machetes in 2026. Speaking at a media [&#8230;]","Wed, 20 Nov 2024 08:17:01 +0000",Website Editor
DailyMail,Editorial Comment,Fire brigade should sensitise communities on their role,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"THE fire brigade, as expected in an organised and civilised society like towns and cities, is crucial for public safety, community well-being, and environmental protection. The primary role of the fire brigade is to extinguish fires and prevent them from spreading. Rapid response to fires saves lives, prevents extensive property damage and further minimises environmental [&#8230;]","Wed, 13 Nov 2024 06:27:52 +0000",Website Editor
DailyMail,"Headlines,Sports",Power climb to top after Zesco drop points,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"NDINAWE SIMPELWE Arthur Davies Stadium Kitwe POWER 1 MUTONDO 0 POWER Dynamos yesterday climbed to the summit of the MTN Super League after beating Mutondo Stars in a tightly contested Kitwe derby while Zesco United dropped to second position after drawing 1-1 with Green Buffaloes in Lusaka. “This is what we wanted. Yes, we have [&#8230;]","Mon, 11 Nov 2024 06:31:54 +0000",Website Editor
DailyMail,"Headlines,News",K8 million CBU hall building starts,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"MWILA NTAMBI Kitwe COPPERBELT University (CBU) in Kitwe has launched construction of a 1,000-seater auditorium at K8 million. CBU vice-chancellor Imasiku Nyambe says building of the auditorium is a milestone as it will enhance infrastructure and the learning environment at the higher learning institution. He said once finished, the auditorium will host academic conferences and [&#8230;]","Tue, 15 Oct 2024 06:41:52 +0000",Website Editor
DailyMail,"Headlines,News","Exercise aimed at recruiting 300,000 members in province",https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"MELODY MUPETA Kitwe THE United Party for National Development (UPND) has launched a coordinated team which has been tasked to recruit 300, 000 new party members on the Copperbelt to help in mobilisation activities ahead of the 2026 general elections. The campaign team dubbed “2246” has been established to help garner more support for the [&#8230;]","Tue, 15 Oct 2024 06:17:07 +0000",Website Editor
DailyMail,"Headlines,News",Green Mountain victims interred,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"MWILA NTAMBI Kitwe MINISTER of Mines and Minerals Development Paul Kabuswe says Government will put up strict guidelines for small-scale miners to ensure safe operations. Speaking at Chingola Road Cemetery in Kitwe yesterday during the burial of five small-scale miners who died on Saturday after a tailings dam collapsed on them at Green Mountain Mine, [&#8230;]","Tue, 24 Sep 2024 06:52:45 +0000",Website Editor
DailyMail,"Headlines,News",Spax Mining convicted of tax evasion,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"CHOMBA MUSIKA, MWILA NTAMBI, MARY LEMBA Lusaka, Kitwe, Ndola THE Economic and Financial Crimes Court (EFCC) has convicted Spax Mining Limited of tax evasion involving over K4 million. After admitting the charge through a plea bargain, Spax Mining Limited refunded the K4,490,523 tax evasion to the State and also paid K100,000 legal costs for the [&#8230;]","Mon, 25 Nov 2024 05:26:59 +0000",Website Editor
DailyMail,"Headlines,News","Lightning kills dad, mum, daughter, son",https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"FOUR family members have died after being struck by lightning in Chifunabuli, Luapula Province. The four – father, mother, daughter and son – were struck while sheltering from rain in a makeshift thatched house at a fishing camp on Lake Chifunabuli. ZANIS said Chifunabuli District Commissioner Stanley Mukosa has confirmed the incident, which happened on [&#8230;]","Fri, 22 Nov 2024 07:33:51 +0000",Website Editor
DailyMail,"Headlines,News",KCC closes G&G Bakery over health and safety,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,MWILA NTAMBI Kitwe KITWE City Council (KCC)has suspended operations at G&#38;G Bakery in Riverside for allegedly failing to adhere to public health and safety standards. KCC public relations manager Mwaka Nakweti said in a statement yesterday that the local authority has taken the step following inspections that revealed gross violations of public health and safety [&#8230;],"Fri, 22 Nov 2024 07:26:38 +0000",Website Editor
DailyMail,"Editorial Comment,Headlines",The presidency deserves utmost respect,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"IN ANY country, the presidency represents the Executive branch of Government, which is essential for maintaining order and implementing laws. Respecting this office helps ensure the stability and continuity of governance, regardless of who occupies the position. The President often serves as a symbol of national unity and identity. Respecting the presidency, therefore, can foster [&#8230;]","Wed, 20 Nov 2024 08:33:58 +0000",Website Editor
DailyMail,"Headlines,News,Syakalima",Cops told to go after TikTokers threatening President,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"LOGIC LUKWANDA Lusaka ACTING Minister of Home Affairs and Internal Security Douglas Syakalima yesterday gave police 48 hours to apprehend two youths of Kitwe threatening violence against President Hakainde Hichilema on TikTok. In the video, the two men are also calling for regime change through the use of machetes in 2026. Speaking at a media [&#8230;]","Wed, 20 Nov 2024 08:17:01 +0000",Website Editor
DailyMail,Editorial Comment,Fire brigade should sensitise communities on their role,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"THE fire brigade, as expected in an organised and civilised society like towns and cities, is crucial for public safety, community well-being, and environmental protection. The primary role of the fire brigade is to extinguish fires and prevent them from spreading. Rapid response to fires saves lives, prevents extensive property damage and further minimises environmental [&#8230;]","Wed, 13 Nov 2024 06:27:52 +0000",Website Editor
DailyMail,"Headlines,Sports",Power climb to top after Zesco drop points,https://www.daily-mail.co.zm/search/kitwe/feed/rss2/,"NDINAWE SIMPELWE Arthur Davies Stadium Kitwe POWER 1 MUTONDO 0 POWER Dynamos yesterday climbed to the summit of the MTN Super League after beating Mutondo Stars in a tightly contested Kitwe derby while Zesco United dropped to second position after drawing 1-1 with Green Buffaloes in Lusaka. “This is what we wanted. Yes, we have [&#8230;]","Mon, 11 Nov 2024 06:31:54 +0000",Website Editor
